name, math, english, programming_1, programming_2, statistics
Lacey Tabisula,43,63,53,70,56
Maybelle Lutz,59,62,40,31,35
Nelson Baker,56,69,61,47,9
Vera Bruff,1,27,85,95,68
Edward Mauney,78,37,48,36,96
Ruth Emerson,66,47,80,82,84
Thomas Ortiz,66,82,77,89,71
Martin Houser,41,89,7,45,3
Bessie Blazer,84,75,32,20,55
John Feldman,95,67,47,21,79
Cameron Gordon,45,40,64,93,75
Arthur Richardson,74,52,71,56,80
Marcus Baker,1,22,80,53,97
Frank Wright,76,8,15,50,80
Hunter Gist,62,69,30,34,26
David Mitchem,67,83,15,76,84
Marva Vigue,81,29,99,18,32
Roseann Glymph,97,89,73,78,28
William Porter,77,91,25,64,97
Pearl Carter,42,69,31,22,52
Charles Sims,93,4,96,94,53
Anthony Hoffstetter,95,70,75,98,21
Emily Prewitt,80,75,83,58,95
Renee Elliott,87,19,83,62,11
Lura Morgan,97,85,31,88,94
Charmaine Spencer,85,70,90,84,99
Brenda Gutierrez,85,26,15,27,90
Judy Peoples,30,82,62,3,27
Emma Pratt,36,17,66,92,60
Walter Hernandez,33,80,47,78,70
Jeremiah Ledbetter,8,26,96,61,94
Luis Hunsaker,87,26,10,28,84
Daniel Frawley,0,42,40,71,35
Ethel Knowles,54,49,27,41,24
Kenneth Glover,65,88,42,76,1
Tammy Thau,67,72,37,77,35
Debra Wood,83,14,29,90,25
Robert Walker,58,37,17,24,70
Robert Deal,50,35,41,98,34
Ruben Mcdowell,74,67,61,37,28
Irving Manley,63,7,0,92,100
Ella Ford,7,56,25,60,31
Frances Crisler,66,6,99,85,44
Danny Perez,40,9,73,61,23
Romeo Skubis,75,3,88,67,45
Gregory Martin,37,16,2,10,45
Jeannetta Teske,68,45,80,17,67
Kari Varillas,49,52,26,15,31
Danette Brock,92,40,20,39,56
Alana Wolf,50,71,27,29,1
Apolonia Allred,13,70,13,81,63
Angela Frazer,39,33,17,82,40
Nancy Caicedo,67,85,66,46,47
George Hickey,77,20,42,96,53
William Corcoran,31,71,25,18,40
Luther Fisher,50,21,95,47,96
Beth Routson,28,18,66,20,51
Daryl Fleming,61,55,85,39,55
Dianne Tillman,86,20,90,36,20
Robert Thompkins,92,30,81,71,57
Vera Baird,98,36,71,68,53
James Marashi,14,8,75,40,80
David Abner,83,0,96,77,74
Faye Monk,71,18,58,22,9
Kay Mccoy,24,40,96,92,60
Chris Paquette,8,17,83,40,35
Patricia Derby,15,58,23,22,42
Winston Thomas,98,97,65,73,77
Rita Rashid,39,17,17,33,14
Beverly Ford,28,34,21,37,29
Kenneth Ray,29,9,80,54,21
William Lira,6,95,93,68,82
Michael Vargas,38,37,8,80,99
Edith Bush,76,13,54,93,72
Lauren Rohn,97,64,94,59,10
Jo Sinclair,37,88,80,32,41
Lillian Swanson,12,43,63,83,80
Michele Chandler,11,23,97,57,95
Brent Mitchell,49,61,74,85,75
James Barnes,100,70,34,34,93
Joy Cervantes,76,46,55,56,42
Paul Greer,45,60,87,72,0
Sue Cavicchia,90,84,86,100,88
Gary Rozanski,39,75,97,7,24
Joseph Schmidt,10,52,47,83,11
Anita Robinson,10,52,41,44,76
Adelina Litton,77,57,51,63,14
Francis Scott,97,49,85,80,25
Roberto Parson,54,4,68,100,30
Louise Hunsinger,27,14,31,96,39
Virginia Pritchett,64,8,52,43,51
Kasey Morgan,0,41,37,22,93
Nora French,17,14,42,69,12
Jason Hernandez,38,98,87,92,23
Barbara Allen,17,24,60,19,58
Mike Desroches,95,59,10,85,75
Barry Becker,49,86,13,87,88
Martha Via,43,12,77,99,0
Gerald Phillips,22,15,32,62,55
Darrel Holliday,80,100,78,47,23
Gladys Duberry,2,86,97,100,42
Bryan Cloutier,18,30,74,30,9
Laurie Marquis,52,66,7,96,91
Clarence Lowell,48,25,4,0,27
Betty Joseph,53,79,31,6,88
Daisy Sturgeon,42,67,40,67,85
David Rogers,91,11,32,68,95
Antonio Nichols,88,65,74,50,27
Stephen Pride,22,25,26,85,84
Robert Pence,24,43,91,68,52
Gregory Robotham,25,57,1,59,59
Jennifer Montanez,69,35,98,43,67
Roxie Ramirez,16,40,81,41,24
David Viera,78,100,26,36,71
Jess Cramer,79,22,25,85,59
Jack Lee,83,46,32,22,76
Elizabeth Alderete,56,82,52,94,28
James Brooks,40,40,91,83,61
Daniel Allen,80,71,75,5,96
Denise Coats,21,81,49,15,65
Reginald Brantley,77,49,27,29,33
Rosie Pinkerton,29,9,29,31,92
Philip Humphrey,18,48,15,60,2
Mark Williams,51,14,45,54,15
Joyce Prewitt,1,32,6,24,60
Noah Toms,76,48,60,13,18
Bruce Hollis,20,89,62,89,37
Gene Castellanos,43,86,27,46,1
Miriam Padilla,39,11,80,10,48
Dwain Pease,10,44,7,87,1
Molly Burns,100,59,79,71,19
Ronald Shabel,8,26,47,4,70
Jeffery Williams,3,17,7,82,88
